ID,category_A,category_B,category_C,category_D,category_E,category_F
QCT1000000698,0,0,0,1,1,0
QCT1000000699,1,0,0,0,0,0
QCT1000000700,1,0,1,0,1,0
QCT1000000701,0,0,1,1,1,1
QCT1000000702,0,1,1,1,0,1
QCT1000000703,1,1,0,1,0,0
QCT1000000704,1,1,1,1,0,1
QCT1000000705,1,1,1,0,0,1
QCT1000000706,0,1,1,1,1,1
QCT1000000707,1,0,0,1,0,1
QCT1000000708,1,0,1,1,1,1
QCT1000000709,1,1,1,0,0,1
QCT1000000710,0,0,1,1,1,1
QCT1000000711,1,0,0,0,1,0
QCT1000000712,0,1,1,1,0,0
QCT1000000713,1,1,1,0,0,1
QCT1000000714,0,1,1,0,1,0
QCT1000000715,1,0,0,0,1,1
QCT1000000716,1,0,1,1,0,0
QCT1000000717,1,1,0,1,0,0
QCT1000000718,0,0,0,1,1,0
QCT1000000719,1,0,1,0,0,0
QCT1000000720,0,1,0,0,1,0
QCT1000000721,0,0,1,0,0,0
QCT1000000722,0,0,0,0,0,0
QCT1000000723,1,0,0,1,1,1
QCT1000000724,0,0,1,0,1,0
QCT1000000725,1,1,0,1,0,0
QCT1000000726,1,1,0,0,1,1
QCT1000000727,0,1,0,1,0,1
QCT1000000728,1,0,1,0,0,0
QCT1000000729,0,0,0,0,1,1
QCT1000000730,1,1,1,1,0,1
QCT1000000731,0,0,0,0,0,1
QCT1000000732,0,0,0,0,1,0
QCT1000000733,1,0,0,0,0,1
QCT1000000734,1,1,0,1,0,0
QCT1000000735,1,1,1,1,0,1
QCT1000000736,1,0,0,1,0,1
QCT1000000737,0,0,1,0,0,1
QCT1000000738,0,1,0,0,1,1
QCT1000000739,0,0,0,1,1,0
QCT1000000740,0,1,0,1,1,1
QCT1000000741,1,1,1,1,0,0
QCT1000000742,1,0,1,1,0,1
QCT1000000743,1,1,1,1,1,1
QCT1000000744,0,1,1,0,0,1
QCT1000000745,0,1,0,1,0,1
QCT1000000746,0,0,1,1,0,0
QCT1000000747,1,1,1,0,1,1
QCT1000000748,1,0,1,0,1,0
QCT1000000749,0,0,1,1,0,0
QCT1000000750,0,1,1,0,1,0
QCT1000000751,0,1,0,0,1,0
QCT1000000752,1,1,1,1,1,1
QCT1000000753,0,1,0,0,0,1
QCT1000000754,1,1,0,1,1,0
QCT1000000755,0,1,1,0,1,0
QCT1000000756,0,1,0,1,0,1
QCT1000000757,0,1,0,1,0,1
QCT1000000758,0,1,1,0,1,1
QCT1000000759,0,1,0,1,1,1
QCT1000000760,1,0,0,1,0,0
QCT1000000761,1,1,0,0,0,0
QCT1000000762,1,1,1,1,1,0
QCT1000000763,1,0,0,0,0,1
QCT1000000764,1,1,0,0,0,0
QCT1000000765,1,1,0,1,1,1
QCT1000000766,0,1,1,0,0,0
QCT1000000767,0,0,0,1,1,0
QCT1000000768,1,1,0,0,1,0
QCT1000000769,1,0,0,0,0,0
QCT1000000770,1,1,0,0,0,0
QCT1000000771,1,1,1,0,0,0
QCT1000000772,1,0,0,1,0,0
QCT1000000773,1,1,1,0,0,0
QCT1000000774,0,1,1,0,1,0
QCT1000000775,1,1,0,1,0,0
QCT1000000776,0,1,0,1,1,1
QCT1000000777,0,1,1,0,0,1
QCT1000000778,1,1,1,1,0,0
QCT1000000779,0,1,0,1,1,1
QCT1000000780,0,1,0,0,1,1
QCT1000000781,1,0,0,1,0,0
QCT1000000782,1,0,1,1,1,1
QCT1000000783,0,1,0,0,0,0
QCT1000000784,0,1,0,0,0,1
QCT1000000785,0,1,0,0,0,0
QCT1000000786,1,0,1,0,0,0
QCT1000000787,0,1,0,0,0,1
QCT1000000788,0,1,0,1,0,0
QCT1000000789,0,1,1,1,0,0
QCT1000000790,0,0,0,1,1,1
QCT1000000791,0,1,0,0,0,0
QCT1000000792,1,1,0,0,0,1
QCT1000000793,1,0,1,1,1,0
QCT1000000794,0,1,0,1,1,1
QCT1000000795,0,0,0,1,0,1
QCT1000000796,1,1,1,1,0,1
QCT1000000797,1,1,1,0,0,0
QCT1000000798,0,0,1,0,1,1
QCT1000000799,0,0,0,1,0,1
QCT1000000800,1,0,0,0,0,0
QCT1000000801,1,1,0,0,1,0
QCT1000000802,1,1,0,0,0,0
QCT1000000803,0,0,1,1,0,0
QCT1000000804,0,0,1,1,1,0
QCT1000000805,0,1,0,0,1,1
QCT1000000806,1,1,0,0,1,1
QCT1000000807,1,1,1,1,1,1
QCT1000000808,0,1,0,0,0,1
QCT1000000809,0,0,1,1,0,0
QCT1000000810,1,0,1,1,0,0
QCT1000000811,1,1,1,1,1,0
QCT1000000812,1,0,0,0,0,1
QCT1000000813,1,1,0,0,0,0
QCT1000000814,1,0,0,1,1,0
QCT1000000815,0,1,1,1,1,1
QCT1000000816,0,0,1,0,0,0
QCT1000000817,1,0,1,1,1,1
QCT1000000818,1,1,1,1,1,0
QCT1000000819,1,0,1,1,1,1
QCT1000000820,1,1,0,0,1,1
QCT1000000821,1,0,0,1,1,0
QCT1000000822,1,0,0,0,0,1
QCT1000000823,1,1,0,0,1,1
QCT1000000824,1,0,0,0,0,1
QCT1000000825,1,0,0,0,1,1
QCT1000000826,1,1,0,1,1,1
QCT1000000827,1,1,0,1,0,0
QCT1000000828,0,0,0,1,1,1
QCT1000000829,0,0,0,1,0,0
QCT1000000830,0,0,0,1,1,1
QCT1000000831,0,1,1,0,1,0
QCT1000000832,1,0,0,1,0,0
QCT1000000833,1,1,0,1,1,1
QCT1000000834,0,0,0,1,0,1
QCT1000000835,1,0,0,0,0,0
QCT1000000836,1,1,1,1,1,0
QCT1000000837,0,0,1,0,0,0
QCT1000000838,1,0,0,1,1,0
QCT1000000839,0,0,0,0,1,1
QCT1000000840,1,1,1,1,0,0
QCT1000000841,1,0,0,0,1,0
QCT1000000842,1,0,1,0,0,1
QCT1000000843,0,1,1,0,1,1
QCT1000000844,1,0,1,1,1,1
QCT1000000845,0,1,1,0,0,1
QCT1000000846,1,1,0,0,1,0
QCT1000000847,1,1,0,1,1,0
QCT1000000848,1,1,1,1,0,0
QCT1000000849,0,0,1,1,0,1
QCT1000000850,0,1,0,1,0,1
QCT1000000851,0,1,1,1,0,1
QCT1000000852,0,0,0,1,0,0
QCT1000000853,1,0,1,0,0,0
QCT1000000854,1,0,1,1,1,0
QCT1000000855,1,0,0,0,1,0
QCT1000000856,0,1,0,0,0,1
QCT1000000857,1,1,1,1,1,1
QCT1000000858,1,1,0,0,0,0
QCT1000000859,1,0,1,0,1,1
QCT1000000860,1,1,0,1,0,0
QCT1000000861,0,1,1,0,0,0
QCT1000000862,1,1,0,1,0,0
QCT1000000863,0,0,1,0,0,1
QCT1000000864,0,0,0,1,0,1
QCT1000000865,1,0,0,0,0,1
QCT1000000866,1,0,1,0,1,1
QCT1000000867,1,1,1,0,1,1
QCT1000000868,1,0,0,0,1,0
QCT1000000869,0,1,1,1,0,0
QCT1000000870,1,1,1,1,1,1
QCT1000000871,1,0,1,1,1,0
QCT1000000872,0,0,0,1,1,0
QCT1000000873,1,0,0,0,0,0
QCT1000000874,0,0,0,1,0,1
QCT1000000875,1,0,1,1,1,1
QCT1000000876,0,1,1,1,0,0
QCT1000000877,1,0,0,1,0,1
QCT1000000878,1,1,1,0,0,0
QCT1000000879,1,1,1,1,1,1
QCT1000000880,0,1,1,0,1,0
QCT1000000881,0,0,1,1,0,0
QCT1000000882,1,1,0,1,1,1
QCT1000000883,1,1,0,0,0,1
QCT1000000884,1,0,1,1,0,1
QCT1000000885,1,0,1,0,0,0
QCT1000000886,1,0,1,1,0,1
QCT1000000887,1,0,0,0,1,1
QCT1000000888,0,0,1,0,1,0
QCT1000000889,1,0,0,1,0,1
QCT1000000890,1,0,0,1,0,0
QCT1000000891,1,1,0,0,0,1
QCT1000000892,1,1,0,1,0,0
QCT1000000893,1,0,0,0,1,1
QCT1000000894,1,0,0,0,0,1
QCT1000000895,1,1,0,0,1,1
QCT1000000896,0,1,1,1,1,0
QCT1000000897,1,0,1,0,1,0
QCT1000000898,0,1,1,1,0,0
QCT1000000899,1,0,0,1,1,1
QCT1000000900,0,1,0,1,0,1
QCT1000000901,0,0,1,0,1,0
QCT1000000902,1,0,1,0,1,0
QCT1000000903,1,0,1,1,0,1
QCT1000000904,1,0,1,0,0,1
QCT1000000905,0,1,1,1,1,1
QCT1000000906,0,0,1,0,1,1
QCT1000000907,1,0,1,0,1,1
QCT1000000908,1,0,0,0,0,1
QCT1000000909,0,1,0,0,0,0
QCT1000000910,0,1,1,1,0,1
QCT1000000911,0,0,0,0,0,0
QCT1000000912,1,0,0,0,0,0
QCT1000000913,1,1,1,1,0,0
QCT1000000914,1,1,1,1,1,1
QCT1000000915,0,1,1,0,0,0
QCT1000000916,1,1,1,1,1,1
QCT1000000917,0,1,1,0,0,1
QCT1000000918,0,1,1,1,1,0
QCT1000000919,0,0,0,1,0,1
QCT1000000920,1,0,0,1,0,1
QCT1000000921,0,0,0,0,0,1
QCT1000000922,1,1,0,1,1,1
QCT1000000923,0,1,0,0,0,1
QCT1000000924,0,1,1,0,0,0
QCT1000000925,1,0,0,1,1,0
QCT1000000926,1,1,0,0,0,0
QCT1000000927,0,1,0,1,1,1
QCT1000000928,0,0,0,0,1,1
QCT1000000929,0,1,0,1,1,1
QCT1000000930,1,0,0,0,1,1
QCT1000000931,0,1,1,0,1,1
QCT1000000932,0,1,1,1,0,1
QCT1000000933,1,1,1,0,1,1
QCT1000000934,0,1,1,0,1,0
QCT1000000935,1,0,0,0,1,0
QCT1000000936,0,0,1,1,0,1
QCT1000000937,0,1,1,0,1,0
QCT1000000938,1,1,1,0,0,0
QCT1000000939,0,0,0,0,1,0
QCT1000000940,1,1,1,1,1,1
QCT1000000941,0,1,1,0,0,0
QCT1000000942,1,1,1,0,1,0
QCT1000000943,0,0,1,1,1,1
QCT1000000944,0,0,0,1,1,0
QCT1000000945,1,1,1,0,0,1
QCT1000000946,1,0,1,0,0,0
QCT1000000947,1,1,1,0,0,1
QCT1000000948,0,0,1,1,0,1
QCT1000000949,0,0,0,0,1,0
QCT1000000950,1,0,0,0,1,1
QCT1000000951,1,0,1,0,1,1
QCT1000000952,1,0,1,1,1,0
QCT1000000953,1,0,1,0,0,1
QCT1000000954,0,1,1,1,1,0
QCT1000000955,1,0,0,0,0,0
QCT1000000956,1,0,1,0,1,1
QCT1000000957,1,1,1,0,1,1
QCT1000000958,1,1,1,0,1,1
QCT1000000959,0,0,0,1,1,1
QCT1000000960,1,0,1,0,1,0
QCT1000000961,0,1,0,0,0,1
QCT1000000962,0,0,1,0,0,0
QCT1000000963,1,0,1,0,1,0
QCT1000000964,1,0,0,0,1,1
QCT1000000965,0,0,1,0,0,1
QCT1000000966,0,0,0,1,1,0
QCT1000000967,1,1,1,0,1,0
QCT1000000968,0,0,0,0,1,1
QCT1000000969,0,1,0,1,1,1
QCT1000000970,1,1,0,1,1,1
QCT1000000971,1,0,0,1,0,1
QCT1000000972,1,0,0,0,0,0
QCT1000000973,1,1,0,1,1,1
QCT1000000974,0,1,1,0,0,0
QCT1000000975,0,1,0,0,0,1
QCT1000000976,1,1,1,1,1,1
QCT1000000977,1,0,0,1,1,0
QCT1000000978,0,1,1,0,0,1
QCT1000000979,0,1,1,0,0,0
QCT1000000980,0,1,0,1,1,1
QCT1000000981,0,0,0,0,0,1
QCT1000000982,0,0,1,0,1,1
QCT1000000983,0,0,1,1,0,0
QCT1000000984,0,0,1,1,0,1
QCT1000000985,0,0,0,0,0,1
QCT1000000986,0,0,1,0,1,1
QCT1000000987,0,1,1,0,0,1
QCT1000000988,0,1,1,0,0,1
QCT1000000989,0,1,1,0,1,0
QCT1000000990,0,0,1,0,0,0
QCT1000000991,1,1,1,0,1,1
QCT1000000992,1,0,0,1,0,1
QCT1000000993,0,1,0,1,1,0
QCT1000000994,1,0,0,0,1,1
QCT1000000995,1,1,1,0,0,0
QCT1000000996,0,0,0,0,1,1
QCT1000000997,1,1,1,0,1,0
QCT1000000998,0,0,0,0,0,0
QCT1000000999,0,0,0,1,0,0
QCT1000001000,0,1,0,0,1,0
QCT1000001001,0,0,0,0,1,0
QCT1000001002,0,0,0,1,1,0
QCT1000001003,1,1,1,0,1,1
QCT1000001004,0,0,1,0,1,1
QCT1000001005,0,0,1,1,0,0
QCT1000001006,0,0,1,0,1,1
QCT1000001007,1,0,0,0,0,1
QCT1000001008,1,0,0,1,1,1
QCT1000001009,0,1,0,1,0,0
QCT1000001010,1,1,0,0,1,1
QCT1000001011,0,1,1,1,0,1
QCT1000001012,1,0,1,0,1,1
QCT1000001013,0,1,0,0,0,0
QCT1000001014,1,0,1,1,1,0
QCT1000001015,0,1,0,0,0,1
QCT1000001016,1,1,1,1,1,0
QCT1000001017,0,0,0,0,0,0
QCT1000001018,0,0,0,1,0,1
QCT1000001019,1,1,1,1,1,0
QCT1000001020,1,0,1,1,0,0
QCT1000001021,0,0,1,1,0,1
QCT1000001022,0,0,0,1,0,1
QCT1000001023,0,1,1,1,1,1
QCT1000001024,1,1,1,0,1,0
QCT1000001025,0,0,0,0,1,0
QCT1000001026,1,0,1,0,1,1
QCT1000001027,0,1,0,0,0,1
QCT1000001028,1,1,1,0,0,1
QCT1000001029,0,0,1,0,1,1
QCT1000001030,1,1,1,0,0,1
QCT1000001031,0,0,1,1,1,0
QCT1000001032,0,1,0,0,0,0
QCT1000001033,1,1,0,1,0,1
QCT1000001034,0,1,1,1,0,0
QCT1000001035,0,0,1,1,1,0
QCT1000001036,0,1,1,1,1,0
QCT1000001037,1,0,0,1,0,1
QCT1000001038,1,0,0,1,0,0
QCT1000001039,0,0,0,1,0,1
QCT1000001040,1,1,1,1,1,0
QCT1000001041,1,0,1,0,1,1
QCT1000001042,1,1,1,0,0,1
QCT1000001043,1,1,0,1,0,0
QCT1000001044,1,1,1,1,1,0
QCT1000001045,1,0,1,1,1,0
QCT1000001046,1,0,0,0,0,0
QCT1000001047,0,0,0,1,0,0
QCT1000001048,0,0,0,1,0,1
QCT1000001049,0,1,1,0,0,0
QCT1000001050,1,0,0,0,0,0
QCT1000001051,1,0,1,1,1,0
QCT1000001052,1,0,1,0,1,0
QCT1000001053,1,0,1,0,0,1
QCT1000001054,1,1,1,1,0,1
QCT1000001055,1,0,0,0,1,1
QCT1000001056,0,1,1,1,1,1
QCT1000001057,1,1,1,0,1,1
QCT1000001058,0,1,1,1,0,0
QCT1000001059,0,0,1,0,1,0
QCT1000001060,0,0,1,1,0,0
QCT1000001061,0,0,0,0,1,1
QCT1000001062,1,1,1,1,1,1
QCT1000001063,0,1,0,0,1,0
QCT1000001064,0,1,0,0,1,1
QCT1000001065,1,1,1,0,1,1
QCT1000001066,1,0,1,1,0,0
QCT1000001067,1,0,1,0,1,1
QCT1000001068,0,0,1,0,1,1
QCT1000001069,0,1,0,0,0,1
QCT1000001070,0,0,1,1,0,0
QCT1000001071,1,0,0,1,0,1
QCT1000001072,1,0,1,1,1,0
QCT1000001073,0,0,0,0,0,0
QCT1000001074,1,0,0,0,0,0
QCT1000001075,0,1,1,0,1,0
QCT1000001076,1,1,0,1,1,0
QCT1000001077,0,0,1,1,0,0
QCT1000001078,0,1,0,0,0,0
QCT1000001079,0,1,1,1,1,1
QCT1000001080,0,1,1,0,1,0
QCT1000001081,1,1,1,1,1,0
QCT1000001082,1,1,1,0,0,1
QCT1000001083,1,0,0,0,1,1
QCT1000001084,0,0,0,0,1,0
QCT1000001085,0,0,1,1,0,0
QCT1000001086,0,0,0,1,1,0
QCT1000001087,0,1,0,1,1,0
QCT1000001088,0,0,1,1,1,1
QCT1000001089,1,0,0,1,1,0
QCT1000001090,1,0,0,1,1,0
QCT1000001091,1,1,1,0,0,1
QCT1000001092,0,1,1,1,0,1
QCT1000001093,1,1,1,1,0,1
QCT1000001094,1,1,1,1,1,0
QCT1000001095,0,0,0,0,1,1
QCT1000001096,0,1,1,1,0,0
QCT1000001097,1,1,0,0,1,1
QCT1000001098,0,0,0,0,1,1
QCT1000001099,1,0,0,0,1,0
QCT1000001100,0,1,0,1,0,0
QCT1000001101,0,0,1,0,0,0
QCT1000001102,1,0,0,1,1,1
QCT1000001103,1,0,0,0,1,1
QCT1000001104,0,0,0,1,1,0
QCT1000001105,1,0,1,0,1,1
QCT1000001106,1,1,1,0,1,0
QCT1000001107,1,1,1,1,1,0
QCT1000001108,1,0,0,1,0,0
QCT1000001109,1,1,0,0,1,0
QCT1000001110,0,0,0,1,1,0
QCT1000001111,0,0,1,0,1,0
QCT1000001112,1,0,0,0,0,1
QCT1000001113,0,0,0,0,0,0
QCT1000001114,1,0,0,0,0,1
QCT1000001115,1,0,0,1,0,1
QCT1000001116,1,0,1,0,1,0
QCT1000001117,1,1,1,1,1,1
QCT1000001118,0,1,1,0,1,1
QCT1000001119,1,1,0,0,1,1
QCT1000001120,1,0,1,1,1,1
QCT1000001121,0,1,0,1,0,1
QCT1000001122,0,0,1,0,1,1
QCT1000001123,0,1,1,1,0,1
QCT1000001124,0,0,1,1,0,1
QCT1000001125,0,1,0,0,0,0
QCT1000001126,0,1,0,1,0,0
QCT1000001127,1,0,0,0,0,0
QCT1000001128,1,1,1,0,0,0
QCT1000001129,0,1,1,0,0,0
QCT1000001130,1,0,0,0,1,0
QCT1000001131,0,0,0,0,0,0
QCT1000001132,1,0,1,0,0,1
QCT1000001133,0,0,0,1,1,0
QCT1000001134,1,1,0,0,0,0
QCT1000001135,1,1,1,0,0,1
QCT1000001136,0,1,0,0,1,0
QCT1000001137,0,1,0,1,1,0
QCT1000001138,1,0,1,1,1,1
QCT1000001139,0,0,1,1,1,1
QCT1000001140,0,0,1,0,1,0
QCT1000001141,1,0,1,0,0,0
QCT1000001142,1,0,1,1,1,1
QCT1000001143,1,1,0,1,1,0
QCT1000001144,1,1,0,0,1,0
QCT1000001145,1,0,0,0,0,1
QCT1000001146,0,1,1,0,1,1
QCT1000001147,1,0,1,0,1,0
QCT1000001148,0,1,0,1,0,1
QCT1000001149,1,0,1,1,1,0
QCT1000001150,0,1,1,1,1,1
QCT1000001151,0,0,0,0,1,0
QCT1000001152,0,0,0,1,0,0
QCT1000001153,1,0,1,0,1,1
QCT1000001154,1,0,1,1,1,1
QCT1000001155,1,0,0,0,0,0
QCT1000001156,1,0,0,1,0,0
QCT1000001157,0,0,1,1,1,1
QCT1000001158,0,0,1,1,1,0
QCT1000001159,1,0,0,1,0,0
QCT1000001160,1,0,1,0,1,1
QCT1000001161,1,1,1,1,0,0
QCT1000001162,1,1,0,1,0,0
QCT1000001163,0,1,1,0,0,1
QCT1000001164,1,1,0,1,1,1
QCT1000001165,0,1,1,1,1,0
QCT1000001166,1,1,0,0,1,0
QCT1000001167,1,1,1,1,0,1
QCT1000001168,1,1,1,1,0,0
QCT1000001169,0,0,0,1,1,1
QCT1000001170,0,0,0,0,1,1
QCT1000001171,1,0,0,1,1,1
QCT1000001172,0,1,1,1,0,1
QCT1000001173,1,0,0,0,0,1
QCT1000001174,0,0,1,1,1,0
QCT1000001175,1,0,0,1,1,0
QCT1000001176,1,0,1,0,1,0
QCT1000001177,1,0,1,0,0,0
QCT1000001178,0,1,0,0,1,1
QCT1000001179,1,1,1,1,1,1
QCT1000001180,1,1,1,1,1,0
QCT1000001181,0,0,1,0,1,0
QCT1000001182,0,0,1,1,0,1
QCT1000001183,1,1,1,0,0,1
QCT1000001184,1,1,1,1,1,0
QCT1000001185,1,1,0,0,1,0
QCT1000001186,0,0,0,1,0,0
QCT1000001187,1,1,0,1,1,0
QCT1000001188,0,0,0,1,0,1
QCT1000001189,1,0,0,1,1,1
QCT1000001190,1,0,0,0,1,1
QCT1000001191,0,1,0,0,1,1
QCT1000001192,1,0,0,1,1,1
QCT1000001193,0,1,0,1,0,1
QCT1000001194,0,0,0,1,0,1
QCT1000001195,0,0,1,0,0,1
QCT1000001196,1,1,1,1,0,1
QCT1000001197,1,1,0,0,0,0
QCT1000001198,1,1,1,0,1,1
QCT1000001199,0,1,1,0,1,1
QCT1000001200,0,1,1,0,0,1
QCT1000001201,0,1,0,1,0,0
QCT1000001202,1,0,0,1,0,1
QCT1000001203,1,0,0,0,0,1
QCT1000001204,0,1,1,1,0,1
QCT1000001205,1,0,0,1,1,0
QCT1000001206,1,0,1,0,0,1
QCT1000001207,1,1,0,0,0,1
QCT1000001208,0,0,1,0,0,0
QCT1000001209,0,0,0,1,0,0
QCT1000001210,1,1,1,0,0,1
QCT1000001211,0,0,0,0,0,0
QCT1000001212,1,1,1,1,0,1
QCT1000001213,0,0,0,1,0,1
QCT1000001214,0,1,0,1,0,0
QCT1000001215,1,0,0,1,0,1
QCT1000001216,0,1,1,0,0,1
QCT1000001217,1,1,1,0,1,1
QCT1000001218,1,0,0,1,0,1
QCT1000001219,0,0,1,0,1,0
QCT1000001220,0,0,1,1,0,0
QCT1000001221,0,0,1,1,1,0
QCT1000001222,0,0,0,0,1,0
QCT1000001223,0,1,1,0,1,1
QCT1000001224,0,1,0,0,0,0
QCT1000001225,1,0,0,1,0,1
QCT1000001226,0,1,1,0,1,1
QCT1000001227,1,1,0,1,1,1
QCT1000001228,1,1,0,1,0,1
QCT1000001229,1,1,1,0,0,1
QCT1000001230,0,1,1,0,1,1
QCT1000001231,1,1,1,0,1,0
QCT1000001232,0,0,0,0,1,1
QCT1000001233,0,1,1,1,0,0
QCT1000001234,0,1,0,1,0,1
QCT1000001235,0,1,0,0,1,1
QCT1000001236,0,0,0,1,0,0
QCT1000001237,1,1,1,1,0,1
QCT1000001238,0,1,1,1,1,1
QCT1000001239,1,0,0,0,0,0
QCT1000001240,0,0,0,0,0,1
QCT1000001241,1,1,1,1,1,1
QCT1000001242,0,0,1,1,1,0
QCT1000001243,0,1,0,0,0,0
QCT1000001244,0,0,0,0,1,1
QCT1000001245,0,1,0,1,1,1
QCT1000001246,0,0,0,1,1,0
QCT1000001247,1,0,0,0,0,1
QCT1000001248,1,0,1,0,0,0
QCT1000001249,0,1,0,1,1,0
QCT1000001250,0,0,0,0,1,0
QCT1000001251,1,1,0,1,1,1
QCT1000001252,0,1,1,0,0,0
QCT1000001253,0,0,0,0,1,0
QCT1000001254,1,1,1,1,1,0
QCT1000001255,1,0,1,1,0,0
QCT1000001256,1,0,1,1,1,0
QCT1000001257,1,0,1,1,0,0
QCT1000001258,1,1,1,0,1,1
QCT1000001259,1,1,0,0,1,1
QCT1000001260,0,1,0,1,0,0
QCT1000001261,1,0,0,1,1,1
QCT1000001262,0,0,1,0,1,1
QCT1000001263,0,0,0,1,0,0
QCT1000001264,0,1,0,1,0,0
QCT1000001265,0,1,1,1,0,1
QCT1000001266,1,0,1,1,1,0
QCT1000001267,1,0,1,1,1,1
QCT1000001268,1,0,0,1,1,1
QCT1000001269,1,1,0,1,1,1
QCT1000001270,0,1,1,0,0,1
QCT1000001271,1,1,0,0,1,0
QCT1000001272,1,1,1,1,0,1
QCT1000001273,0,1,0,1,1,0
QCT1000001274,1,0,1,0,1,1
QCT1000001275,1,1,1,1,0,1
QCT1000001276,1,0,0,0,1,0
QCT1000001277,0,0,1,0,0,1
QCT1000001278,0,1,0,0,0,0
QCT1000001279,0,1,1,0,0,1
QCT1000001280,0,0,1,0,0,1
QCT1000001281,0,0,0,1,0,1
QCT1000001282,0,1,0,0,0,1
QCT1000001283,0,0,0,1,0,1
QCT1000001284,1,0,0,1,0,1
QCT1000001285,0,0,1,0,1,1
QCT1000001286,1,0,0,1,1,1
QCT1000001287,0,0,1,1,1,0
QCT1000001288,1,1,1,0,0,1
QCT1000001289,1,1,0,0,0,1
QCT1000001290,0,1,1,0,1,1
QCT1000001291,1,0,1,1,1,0
QCT1000001292,1,0,1,0,1,1
QCT1000001293,1,1,1,1,1,0
QCT1000001294,1,1,0,0,1,1
QCT1000001295,1,1,0,1,0,0
QCT1000001296,1,1,1,1,0,1
QCT1000001297,1,0,1,0,1,1
QCT1000001298,0,0,0,1,1,0
QCT1000001299,0,0,0,0,1,1
QCT1000001300,1,0,0,0,1,0
QCT1000001301,1,0,0,0,0,0
QCT1000001302,1,1,0,0,1,1
QCT1000001303,1,1,1,1,1,1
QCT1000001304,1,1,1,0,1,0
QCT1000001305,1,0,1,1,1,1
QCT1000001306,0,1,1,0,0,0
QCT1000001307,1,1,0,1,1,0
QCT1000001308,1,0,0,0,1,1
QCT1000001309,1,1,1,1,0,0
QCT1000001310,0,0,0,0,0,1
QCT1000001311,1,0,0,0,0,1
QCT1000001312,0,1,1,0,1,1
QCT1000001313,1,1,1,1,1,1
QCT1000001314,1,0,1,0,1,1
QCT1000001315,0,0,0,0,0,1
QCT1000001316,0,1,0,0,1,0
QCT1000001317,0,0,1,0,0,0
QCT1000001318,1,0,0,1,1,1
QCT1000001319,0,1,1,1,0,1
QCT1000001320,1,1,0,1,0,0
QCT1000001321,1,1,1,1,1,0
QCT1000001322,0,1,0,0,1,0
QCT1000001323,1,1,0,0,0,0
QCT1000001324,1,1,0,1,0,1
QCT1000001325,0,0,0,0,0,0
QCT1000001326,1,1,1,1,0,0
QCT1000001327,0,1,0,1,1,1
QCT1000001328,1,0,0,0,0,1
QCT1000001329,1,1,0,1,1,1
QCT1000001330,1,0,1,1,1,1
QCT1000001331,1,0,1,0,0,0
QCT1000001332,0,0,0,1,1,1
QCT1000001333,1,0,1,1,0,1
QCT1000001334,0,1,1,1,0,1
QCT1000001335,0,0,1,1,1,1
QCT1000001336,0,1,1,0,0,1
QCT1000001337,0,0,0,1,0,0
QCT1000001338,0,1,1,0,0,0
QCT1000001339,0,0,0,0,0,1
QCT1000001340,0,0,1,0,0,0
QCT1000001341,1,0,0,1,1,1
QCT1000001342,0,1,0,1,0,0
QCT1000001343,1,0,0,1,0,1
QCT1000001344,1,0,0,0,0,1
QCT1000001345,0,0,1,0,0,0
QCT1000001346,0,0,0,1,1,1
QCT1000001347,1,1,1,1,1,1
QCT1000001348,0,1,0,1,1,0
QCT1000001349,0,1,0,0,1,0
QCT1000001350,1,1,0,1,0,0
QCT1000001351,1,1,0,1,1,0
QCT1000001352,0,1,0,0,1,0
QCT1000001353,1,1,0,1,0,0
QCT1000001354,0,1,0,0,1,0
QCT1000001355,0,1,0,0,0,1
QCT1000001356,0,0,1,0,0,0
QCT1000001357,1,1,0,0,0,1
QCT1000001358,0,0,1,0,0,0
QCT1000001359,1,1,1,0,1,0
QCT1000001360,0,1,0,0,1,0
QCT1000001361,1,0,1,1,1,1
QCT1000001362,1,1,1,1,1,1
QCT1000001363,1,1,0,1,0,0
QCT1000001364,1,0,0,0,0,1
QCT1000001365,1,1,0,1,1,0
QCT1000001366,1,1,0,0,1,1
QCT1000001367,0,1,1,0,1,0
QCT1000001368,1,1,1,0,1,1
QCT1000001369,1,0,1,1,1,1
QCT1000001370,1,1,1,0,1,0
QCT1000001371,1,1,1,0,0,1
QCT1000001372,0,1,0,1,0,0
QCT1000001373,0,1,0,1,0,1
QCT1000001374,1,0,1,0,0,0
QCT1000001375,1,1,1,0,1,1
QCT1000001376,1,0,1,1,0,0
QCT1000001377,1,0,1,1,1,1
QCT1000001378,1,0,1,1,0,1
QCT1000001379,1,0,0,1,0,1
QCT1000001380,0,0,0,1,1,1
QCT1000001381,1,1,1,1,0,0
QCT1000001382,0,0,0,1,1,0
QCT1000001383,1,0,0,1,1,0
QCT1000001384,1,0,0,0,1,1
QCT1000001385,0,1,0,0,0,1
QCT1000001386,1,1,0,0,0,1
QCT1000001387,1,0,0,1,1,0
QCT1000001388,1,1,0,1,1,0
QCT1000001389,1,1,1,1,0,0
QCT1000001390,0,0,0,1,0,0
QCT1000001391,1,1,0,1,0,0
QCT1000001392,1,1,0,0,1,1
QCT1000001393,0,1,0,0,1,0
QCT1000001394,0,1,0,0,0,1
QCT1000001395,0,0,0,1,0,1
